divisions,rebalancePeriod,safe_buy,safe_sell,aggr_buy,aggr_sell,bull_buy,bull_sell,bull_hold,ret2023,ret2024,ret1yr,avg,min,mdd2023,mdd2024,mdd1yr,sl2023,sl2024,sl1yr
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.1,30,0.13,-2.76,13.63,3.67,-2.76,58.82,52.59,52.08,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.1,45,0.13,-0.90,13.63,4.29,-0.90,58.82,52.20,52.08,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.1,60,0.13,-0.90,13.63,4.29,-0.90,58.82,52.20,52.08,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.1,90,0.13,-0.90,13.63,4.29,-0.90,58.82,52.20,52.08,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.1,120,0.13,-0.90,13.63,4.29,-0.90,58.82,52.20,52.08,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.15,30,-2.37,-4.45,13.11,2.10,-4.45,56.25,52.52,52.64,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.15,45,-2.37,-2.77,13.11,2.65,-2.77,56.25,52.60,52.64,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.15,60,-2.37,-2.77,13.11,2.65,-2.77,56.25,52.60,52.64,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.15,90,-2.37,-2.77,13.11,2.65,-2.77,56.25,52.60,52.64,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.15,120,-2.37,-2.77,13.11,2.65,-2.77,56.25,52.60,52.64,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.2,30,-5.01,-4.45,6.45,-1.00,-5.01,62.64,52.52,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.2,45,-5.01,-2.77,6.45,-0.44,-5.01,62.64,52.60,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.2,60,-5.01,-2.77,6.45,-0.44,-5.01,62.64,52.60,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.2,90,-5.01,-2.77,6.45,-0.44,-5.01,62.64,52.60,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.2,120,-5.01,-2.77,6.45,-0.44,-5.01,62.64,52.60,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.25,30,-5.01,-4.45,8.38,-0.36,-5.01,62.64,52.52,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.25,45,-5.01,-2.77,8.38,0.20,-5.01,62.64,52.60,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.25,60,-5.01,-2.77,8.38,0.20,-5.01,62.64,52.60,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.25,90,-5.01,-2.77,8.38,0.20,-5.01,62.64,52.60,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.25,120,-5.01,-2.77,8.38,0.20,-5.01,62.64,52.60,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.3,30,-5.01,-4.45,4.18,-1.76,-5.01,62.64,52.52,58.23,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.3,45,-5.01,-2.77,4.18,-1.20,-5.01,62.64,52.60,58.23,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.3,60,-5.01,-2.77,4.18,-1.20,-5.01,62.64,52.60,58.23,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.3,90,-5.01,-2.77,4.18,-1.20,-5.01,62.64,52.60,58.23,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.01,0.3,120,-5.01,-2.77,4.18,-1.20,-5.01,62.64,52.60,58.23,8,5,6
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.08,30,-2.59,-3.13,10.52,1.60,-3.13,53.33,52.47,50.97,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.08,45,-2.59,-1.46,10.52,2.16,-2.59,53.33,52.38,50.97,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.08,60,-2.59,-1.46,10.52,2.16,-2.59,53.33,52.38,50.97,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.08,90,-2.59,-1.46,10.52,2.16,-2.59,53.33,52.38,50.97,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.08,120,-2.59,-1.46,10.52,2.16,-2.59,53.33,52.38,50.97,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.1,30,-1.83,-2.91,11.43,2.23,-2.91,53.23,52.64,52.14,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.1,45,-1.83,-1.07,11.43,2.84,-1.83,53.23,52.24,52.14,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.1,60,-1.83,-1.07,11.43,2.84,-1.83,53.23,52.24,52.14,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.1,90,-1.83,-1.07,11.43,2.84,-1.83,53.23,52.24,52.14,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.1,120,-1.83,-1.07,11.43,2.84,-1.83,53.23,52.24,52.14,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.15,30,-2.58,-4.59,8.74,0.52,-4.59,52.53,52.38,52.20,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.15,45,-2.58,-2.93,8.74,1.08,-2.93,52.53,52.65,52.20,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.15,60,-2.58,-2.93,8.74,1.08,-2.93,52.53,52.65,52.20,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.15,90,-2.58,-2.93,8.74,1.08,-2.93,52.53,52.65,52.20,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.15,120,-2.58,-2.93,8.74,1.08,-2.93,52.53,52.65,52.20,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.2,30,-5.30,-4.59,7.71,-0.73,-5.30,56.38,52.38,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.2,45,-5.30,-2.93,7.71,-0.17,-5.30,56.38,52.65,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.2,60,-5.30,-2.93,7.71,-0.17,-5.30,56.38,52.65,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.2,90,-5.30,-2.93,7.71,-0.17,-5.30,56.38,52.65,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.2,120,-5.30,-2.93,7.71,-0.17,-5.30,56.38,52.65,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.25,30,-5.30,-4.59,10.06,0.05,-5.30,56.38,52.38,52.27,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.25,45,-5.30,-2.93,10.06,0.61,-5.30,56.38,52.65,52.27,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.25,60,-5.30,-2.93,10.06,0.61,-5.30,56.38,52.65,52.27,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.25,90,-5.30,-2.93,10.06,0.61,-5.30,56.38,52.65,52.27,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.25,120,-5.30,-2.93,10.06,0.61,-5.30,56.38,52.65,52.27,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.3,30,-5.30,-4.59,5.73,-1.39,-5.30,56.38,52.38,52.56,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.3,45,-5.30,-2.93,5.73,-0.83,-5.30,56.38,52.65,52.56,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.3,60,-5.30,-2.93,5.73,-0.83,-5.30,56.38,52.65,52.56,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.3,90,-5.30,-2.93,5.73,-0.83,-5.30,56.38,52.65,52.56,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.02,0.3,120,-5.30,-2.93,5.73,-0.83,-5.30,56.38,52.65,52.56,8,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.08,30,1.52,-3.13,8.85,2.41,-3.13,51.33,52.47,50.98,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.08,45,1.52,-1.46,8.85,2.97,-1.46,51.33,52.38,50.98,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.08,60,1.52,-1.46,8.85,2.97,-1.46,51.33,52.38,50.98,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.08,90,1.52,-1.46,8.85,2.97,-1.46,51.33,52.38,50.98,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.08,120,1.52,-1.46,8.85,2.97,-1.46,51.33,52.38,50.98,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.1,30,2.30,-2.91,9.33,2.91,-2.91,51.21,52.64,52.28,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.1,45,2.30,-1.07,9.33,3.52,-1.07,51.21,52.24,52.28,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.1,60,2.30,-1.07,9.33,3.52,-1.07,51.21,52.24,52.28,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.1,90,2.30,-1.07,9.33,3.52,-1.07,51.21,52.24,52.28,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.1,120,2.30,-1.07,9.33,3.52,-1.07,51.21,52.24,52.28,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.15,30,1.49,-4.59,8.56,1.82,-4.59,50.53,52.38,52.19,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.15,45,1.49,-2.93,8.56,2.37,-2.93,50.53,52.65,52.19,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.15,60,1.49,-2.93,8.56,2.37,-2.93,50.53,52.65,52.19,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.15,90,1.49,-2.93,8.56,2.37,-2.93,50.53,52.65,52.19,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.15,120,1.49,-2.93,8.56,2.37,-2.93,50.53,52.65,52.19,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.2,30,-1.31,-4.59,7.57,0.55,-4.59,54.61,52.38,52.31,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.2,45,-1.31,-2.93,7.57,1.11,-2.93,54.61,52.65,52.31,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.2,60,-1.31,-2.93,7.57,1.11,-2.93,54.61,52.65,52.31,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.2,90,-1.31,-2.93,7.57,1.11,-2.93,54.61,52.65,52.31,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.2,120,-1.31,-2.93,7.57,1.11,-2.93,54.61,52.65,52.31,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.25,30,-1.31,-4.59,9.89,1.33,-4.59,54.61,52.38,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.25,45,-1.31,-2.93,9.89,1.88,-2.93,54.61,52.65,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.25,60,-1.31,-2.93,9.89,1.88,-2.93,54.61,52.65,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.25,90,-1.31,-2.93,9.89,1.88,-2.93,54.61,52.65,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.25,120,-1.31,-2.93,9.89,1.88,-2.93,54.61,52.65,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.3,30,-1.31,-4.59,5.59,-0.11,-4.59,54.61,52.38,52.44,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.3,45,-1.31,-2.93,5.59,0.45,-2.93,54.61,52.65,52.44,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.3,60,-1.31,-2.93,5.59,0.45,-2.93,54.61,52.65,52.44,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.3,90,-1.31,-2.93,5.59,0.45,-2.93,54.61,52.65,52.44,7,5,5
5,5,-0.03,0.008,-0.05,0.04,-0.03,0.3,120,-1.31,-2.93,5.59,0.45,-2.93,54.61,52.65,52.44,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.08,30,-0.19,-2.46,14.50,3.95,-2.46,58.70,52.50,51.50,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.08,45,-0.19,-0.80,14.50,4.50,-0.80,58.70,52.38,51.50,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.08,60,-0.19,-0.80,14.50,4.50,-0.80,58.70,52.38,51.50,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.08,90,-0.19,-0.80,14.50,4.50,-0.80,58.70,52.38,51.50,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.08,120,-0.19,-0.80,14.50,4.50,-0.80,58.70,52.38,51.50,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.1,30,0.95,-2.25,16.86,5.19,-2.25,58.49,52.59,52.01,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.1,45,0.95,-0.38,16.86,5.81,-0.38,58.49,52.20,52.01,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.1,60,0.95,-0.38,16.86,5.81,-0.38,58.49,52.20,52.01,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.1,90,0.95,-0.38,16.86,5.81,-0.38,58.49,52.20,52.01,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.1,120,0.95,-0.38,16.86,5.81,-0.38,58.49,52.20,52.01,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.15,30,-1.60,-3.94,17.29,3.92,-3.94,55.91,52.52,52.56,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.15,45,-1.60,-2.26,17.29,4.48,-2.26,55.91,52.60,52.56,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.15,60,-1.60,-2.26,17.29,4.48,-2.26,55.91,52.60,52.56,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.15,90,-1.60,-2.26,17.29,4.48,-2.26,55.91,52.60,52.56,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.15,120,-1.60,-2.26,17.29,4.48,-2.26,55.91,52.60,52.56,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.2,30,-4.33,-3.94,11.38,1.04,-4.33,62.40,52.52,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.2,45,-4.33,-2.26,11.38,1.60,-4.33,62.40,52.60,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.2,60,-4.33,-2.26,11.38,1.60,-4.33,62.40,52.60,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.2,90,-4.33,-2.26,11.38,1.60,-4.33,62.40,52.60,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.2,120,-4.33,-2.26,11.38,1.60,-4.33,62.40,52.60,63.02,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.25,30,-4.33,-3.94,14.44,2.06,-4.33,62.40,52.52,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.25,45,-4.33,-2.26,14.44,2.62,-4.33,62.40,52.60,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.25,60,-4.33,-2.26,14.44,2.62,-4.33,62.40,52.60,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.25,90,-4.33,-2.26,14.44,2.62,-4.33,62.40,52.60,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.25,120,-4.33,-2.26,14.44,2.62,-4.33,62.40,52.60,62.90,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.3,30,-4.33,-3.94,10.91,0.88,-4.33,62.40,52.52,58.38,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.3,45,-4.33,-2.26,10.91,1.44,-4.33,62.40,52.60,58.38,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.3,60,-4.33,-2.26,10.91,1.44,-4.33,62.40,52.60,58.38,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.3,90,-4.33,-2.26,10.91,1.44,-4.33,62.40,52.60,58.38,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.01,0.3,120,-4.33,-2.26,10.91,1.44,-4.33,62.40,52.60,58.38,8,5,6
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.08,30,-1.83,-2.61,13.14,2.90,-2.61,52.98,52.47,50.48,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.08,45,-1.83,-0.95,13.14,3.45,-1.83,52.98,52.38,50.48,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.08,60,-1.83,-0.95,13.14,3.45,-1.83,52.98,52.38,50.48,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.08,90,-1.83,-0.95,13.14,3.45,-1.83,52.98,52.38,50.48,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.08,120,-1.83,-0.95,13.14,3.45,-1.83,52.98,52.38,50.48,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.1,30,-1.11,-2.39,14.55,3.68,-2.39,52.88,52.64,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.1,45,-1.11,-0.51,14.55,4.31,-1.11,52.88,52.24,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.1,60,-1.11,-0.51,14.55,4.31,-1.11,52.88,52.24,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.1,90,-1.11,-0.51,14.55,4.31,-1.11,52.88,52.24,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.1,120,-1.11,-0.51,14.55,4.31,-1.11,52.88,52.24,52.26,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.15,30,-1.86,-4.08,12.82,2.29,-4.08,52.20,52.38,52.13,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.15,45,-1.86,-2.41,12.82,2.85,-2.41,52.20,52.65,52.13,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.15,60,-1.86,-2.41,12.82,2.85,-2.41,52.20,52.65,52.13,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.15,90,-1.86,-2.41,12.82,2.85,-2.41,52.20,52.65,52.13,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.15,120,-1.86,-2.41,12.82,2.85,-2.41,52.20,52.65,52.13,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.2,30,-4.53,-4.08,12.96,1.45,-4.53,56.03,52.38,52.25,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.2,45,-4.53,-2.41,12.96,2.01,-4.53,56.03,52.65,52.25,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.2,60,-4.53,-2.41,12.96,2.01,-4.53,56.03,52.65,52.25,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.2,90,-4.53,-2.41,12.96,2.01,-4.53,56.03,52.65,52.25,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.2,120,-4.53,-2.41,12.96,2.01,-4.53,56.03,52.65,52.25,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.25,30,-4.53,-4.08,16.08,2.49,-4.53,56.03,52.38,51.99,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.25,45,-4.53,-2.41,16.08,3.05,-4.53,56.03,52.65,51.99,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.25,60,-4.53,-2.41,16.08,3.05,-4.53,56.03,52.65,51.99,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.25,90,-4.53,-2.41,16.08,3.05,-4.53,56.03,52.65,51.99,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.25,120,-4.53,-2.41,16.08,3.05,-4.53,56.03,52.65,51.99,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.3,30,-4.53,-4.08,12.69,1.36,-4.53,56.03,52.38,52.36,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.3,45,-4.53,-2.41,12.69,1.92,-4.53,56.03,52.65,52.36,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.3,60,-4.53,-2.41,12.69,1.92,-4.53,56.03,52.65,52.36,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.3,90,-4.53,-2.41,12.69,1.92,-4.53,56.03,52.65,52.36,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.02,0.3,120,-4.53,-2.41,12.69,1.92,-4.53,56.03,52.65,52.36,8,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.08,30,2.34,-2.61,11.39,3.70,-2.61,50.94,52.47,50.75,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.08,45,2.34,-0.95,11.39,4.26,-0.95,50.94,52.38,50.75,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.08,60,2.34,-0.95,11.39,4.26,-0.95,50.94,52.38,50.75,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.08,90,2.34,-0.95,11.39,4.26,-0.95,50.94,52.38,50.75,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.08,120,2.34,-0.95,11.39,4.26,-0.95,50.94,52.38,50.75,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.1,30,3.08,-2.39,12.30,4.33,-2.39,50.84,52.64,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.1,45,3.08,-0.51,12.30,4.96,-0.51,50.84,52.24,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.1,60,3.08,-0.51,12.30,4.96,-0.51,50.84,52.24,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.1,90,3.08,-0.51,12.30,4.96,-0.51,50.84,52.24,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.1,120,3.08,-0.51,12.30,4.96,-0.51,50.84,52.24,52.26,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.15,30,2.29,-4.08,12.62,3.61,-4.08,50.11,52.38,52.20,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.15,45,2.29,-2.41,12.62,4.17,-2.41,50.11,52.65,52.20,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.15,60,2.29,-2.41,12.62,4.17,-2.41,50.11,52.65,52.20,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.15,90,2.29,-2.41,12.62,4.17,-2.41,50.11,52.65,52.20,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.15,120,2.29,-2.41,12.62,4.17,-2.41,50.11,52.65,52.20,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.2,30,-0.57,-4.08,12.65,2.67,-4.08,54.18,52.38,52.13,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.2,45,-0.57,-2.41,12.65,3.23,-2.41,54.18,52.65,52.13,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.2,60,-0.57,-2.41,12.65,3.23,-2.41,54.18,52.65,52.13,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.2,90,-0.57,-2.41,12.65,3.23,-2.41,54.18,52.65,52.13,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.2,120,-0.57,-2.41,12.65,3.23,-2.41,54.18,52.65,52.13,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.25,30,-0.57,-4.08,15.84,3.73,-4.08,54.18,52.38,52.07,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.25,45,-0.57,-2.41,15.84,4.29,-2.41,54.18,52.65,52.07,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.25,60,-0.57,-2.41,15.84,4.29,-2.41,54.18,52.65,52.07,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.25,90,-0.57,-2.41,15.84,4.29,-2.41,54.18,52.65,52.07,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.25,120,-0.57,-2.41,15.84,4.29,-2.41,54.18,52.65,52.07,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.3,30,-0.57,-4.08,12.53,2.63,-4.08,54.18,52.38,52.51,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.3,45,-0.57,-2.41,12.53,3.19,-2.41,54.18,52.65,52.51,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.3,60,-0.57,-2.41,12.53,3.19,-2.41,54.18,52.65,52.51,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.3,90,-0.57,-2.41,12.53,3.19,-2.41,54.18,52.65,52.51,7,5,5
5,5,-0.03,0.008,-0.05,0.06,-0.03,0.3,120,-0.57,-2.41,12.53,3.19,-2.41,54.18,52.65,52.51,7,5,5
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.08,30,0.50,-2.69,16.29,4.70,-2.69,58.41,52.50,51.81,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.08,45,0.50,-1.05,16.29,5.25,-1.05,58.41,52.38,51.81,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.08,60,0.50,-1.05,16.29,5.25,-1.05,58.41,52.38,51.81,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.08,90,0.50,-1.05,16.29,5.25,-1.05,58.41,52.38,51.81,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.08,120,0.50,-1.05,16.29,5.25,-1.05,58.41,52.38,51.81,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.1,30,1.67,-2.49,18.56,5.91,-2.49,58.18,52.59,52.14,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.1,45,1.67,-0.65,18.56,6.53,-0.65,58.18,52.20,52.14,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.1,60,1.67,-0.65,18.56,6.53,-0.65,58.18,52.20,52.14,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.1,90,1.67,-0.65,18.56,6.53,-0.65,58.18,52.20,52.14,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.1,120,1.67,-0.65,18.56,6.53,-0.65,58.18,52.20,52.14,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.15,30,-0.81,-4.19,18.97,4.66,-4.19,55.56,52.52,52.52,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.15,45,-0.81,-2.50,18.97,5.22,-2.50,55.56,52.60,52.52,8,5,6
5,5,-0.03,0.008,-0.05,0.08,-0.01,0.15,60,-0.81,-2.50,18.97,5.22,-2.50,55.56,52.60,52.52,8,5,6
