divisions,rebalancePeriod,safe_buy,safe_sell,safe_hold,aggr_buy,aggr_sell,bull_buy,bull_sell,bull_hold,ret2011,ret2012,ret2018,ret2022,ret2024,avg,min,mdd2011,mdd2012,mdd2018,mdd2022,mdd2024,sl2011,sl2012,sl2018,sl2022,sl2024
5,20,-0.02,0.008,30,-0.03,0.1,-0.02,0.08,45,-42.13,-15.30,-25.71,-57.53,-0.41,-28.22,-57.53,69.58,58.26,71.07,75.51,60.36,19,19,22,22,9
5,20,-0.02,0.008,30,-0.03,0.1,-0.02,0.1,45,-42.13,-22.77,-25.71,-57.53,0.10,-29.61,-57.53,69.58,58.81,71.07,75.51,60.64,19,19,22,22,9
5,20,-0.02,0.008,30,-0.03,0.1,-0.02,0.12,45,-42.13,-22.77,-25.71,-57.53,1.00,-29.43,-57.53,69.58,58.81,71.07,75.51,60.51,19,19,22,22,9
5,20,-0.02,0.008,30,-0.03,0.1,-0.02,0.15,45,-42.13,-22.77,-25.71,-57.53,-0.50,-29.73,-57.53,69.58,58.81,71.07,75.51,60.39,19,19,22,22,9
5,20,-0.02,0.008,30,-0.03,0.1,-0.03,0.08,45,-42.13,-15.30,-21.24,-57.53,-0.41,-27.32,-57.53,69.58,58.26,67.59,75.51,60.36,19,19,21,22,9
5,20,-0.02,0.008,30,-0.03,0.1,-0.03,0.1,45,-42.13,-22.77,-21.24,-57.53,0.10,-28.71,-57.53,69.58,58.81,67.59,75.51,60.64,19,19,21,22,9
5,20,-0.02,0.008,30,-0.03,0.1,-0.03,0.12,45,-42.13,-22.77,-21.24,-57.53,1.00,-28.53,-57.53,69.58,58.81,67.59,75.51,60.51,19,19,21,22,9
5,20,-0.02,0.008,30,-0.03,0.1,-0.03,0.15,45,-42.13,-22.77,-21.24,-57.53,-0.50,-28.83,-57.53,69.58,58.81,67.59,75.51,60.39,19,19,21,22,9
5,20,-0.02,0.008,30,-0.03,0.12,-0.01,0.08,45,-42.08,-29.34,-25.42,-59.30,-1.44,-31.52,-59.30,69.66,67.01,71.07,76.54,60.31,20,21,22,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.01,0.1,45,-42.08,-30.57,-25.42,-59.30,-0.87,-31.65,-59.30,69.66,67.64,71.07,76.54,60.59,20,21,22,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.01,0.12,45,-42.08,-30.57,-25.42,-59.30,-0.04,-31.48,-59.30,69.66,67.64,71.07,76.54,60.46,20,21,22,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.01,0.15,45,-42.08,-30.57,-25.42,-59.30,-1.52,-31.78,-59.30,69.66,67.64,71.07,76.54,60.34,20,21,22,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.02,0.08,45,-42.08,-13.28,-25.42,-59.30,-1.60,-28.34,-59.30,69.66,58.26,71.07,76.54,60.36,20,19,22,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.02,0.1,45,-42.08,-20.92,-25.42,-59.30,-1.01,-29.75,-59.30,69.66,58.41,71.07,76.54,60.64,20,19,22,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.02,0.12,45,-42.08,-20.92,-25.42,-59.30,-0.20,-29.59,-59.30,69.66,58.41,71.07,76.54,60.51,20,19,22,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.02,0.15,45,-42.08,-20.92,-25.42,-59.30,-1.68,-29.88,-59.30,69.66,58.41,71.07,76.54,60.39,20,19,22,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.03,0.08,45,-42.08,-13.28,-20.94,-59.30,-1.60,-27.44,-59.30,69.66,58.26,67.59,76.54,60.36,20,19,21,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.03,0.1,45,-42.08,-20.92,-20.94,-59.30,-1.01,-28.85,-59.30,69.66,58.41,67.59,76.54,60.64,20,19,21,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.03,0.12,45,-42.08,-20.92,-20.94,-59.30,-0.20,-28.69,-59.30,69.66,58.41,67.59,76.54,60.51,20,19,21,23,10
5,20,-0.02,0.008,30,-0.03,0.12,-0.03,0.15,45,-42.08,-20.92,-20.94,-59.30,-1.68,-28.98,-59.30,69.66,58.41,67.59,76.54,60.39,20,19,21,23,10
5,20,-0.02,0.008,30,-0.05,0.05,-0.01,0.08,45,-33.21,-35.49,-24.73,-54.36,1.94,-29.17,-54.36,69.30,67.70,71.53,73.65,60.31,15,18,16,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.01,0.1,45,-33.21,-36.71,-24.73,-54.36,2.60,-29.28,-54.36,69.30,68.29,71.53,73.65,60.59,15,18,16,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.01,0.12,45,-33.21,-36.71,-24.73,-54.36,3.41,-29.12,-54.36,69.30,68.29,71.53,73.65,60.46,15,18,16,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.01,0.15,45,-33.21,-36.71,-24.73,-54.36,1.86,-29.43,-54.36,69.30,68.29,71.53,73.65,60.34,15,18,16,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.02,0.08,45,-33.21,-20.72,-24.73,-54.36,1.79,-26.25,-54.36,69.30,59.42,71.53,73.65,60.36,15,16,16,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.02,0.1,45,-33.21,-27.61,-24.73,-54.36,2.45,-27.49,-54.36,69.30,61.95,71.53,73.65,60.64,15,16,16,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.02,0.12,45,-33.21,-27.61,-24.73,-54.36,3.31,-27.32,-54.36,69.30,61.95,71.53,73.65,60.51,15,16,16,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.02,0.15,45,-33.21,-27.61,-24.73,-54.36,1.71,-27.64,-54.36,69.30,61.95,71.53,73.65,60.39,15,16,16,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.03,0.08,45,-33.21,-20.72,-20.23,-54.36,1.79,-25.35,-54.36,69.30,59.42,68.04,73.65,60.36,15,16,15,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.03,0.1,45,-33.21,-27.61,-20.23,-54.36,2.45,-26.59,-54.36,69.30,61.95,68.04,73.65,60.64,15,16,15,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.03,0.12,45,-33.21,-27.61,-20.23,-54.36,3.31,-26.42,-54.36,69.30,61.95,68.04,73.65,60.51,15,16,15,20,5
5,20,-0.02,0.008,30,-0.05,0.05,-0.03,0.15,45,-33.21,-27.61,-20.23,-54.36,1.71,-26.74,-54.36,69.30,61.95,68.04,73.65,60.39,15,16,15,20,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.01,0.08,45,-32.28,-34.73,-24.51,-55.86,2.74,-28.93,-55.86,69.23,67.36,71.46,75.34,60.31,15,18,17,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.01,0.1,45,-32.28,-35.97,-24.51,-55.86,3.41,-29.04,-55.86,69.23,67.96,71.46,75.34,60.59,15,18,17,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.01,0.12,45,-32.28,-35.97,-24.51,-55.86,4.23,-28.88,-55.86,69.23,67.96,71.46,75.34,60.46,15,18,17,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.01,0.15,45,-32.28,-35.97,-24.51,-55.86,2.66,-29.19,-55.86,69.23,67.96,71.46,75.34,60.34,15,18,17,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.02,0.08,45,-32.28,-19.77,-24.51,-55.86,2.59,-25.96,-55.86,69.23,59.15,71.46,75.34,60.36,15,16,17,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.02,0.1,45,-32.28,-26.75,-24.51,-55.86,3.26,-27.23,-55.86,69.23,61.65,71.46,75.34,60.64,15,16,17,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.02,0.12,45,-32.28,-26.75,-24.51,-55.86,4.08,-27.06,-55.86,69.23,61.65,71.46,75.34,60.51,15,16,17,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.02,0.15,45,-32.28,-26.75,-24.51,-55.86,2.51,-27.38,-55.86,69.23,61.65,71.46,75.34,60.39,15,16,17,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.03,0.08,45,-32.28,-19.77,-20.00,-55.86,2.59,-25.06,-55.86,69.23,59.15,67.99,75.34,60.36,15,16,16,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.03,0.1,45,-32.28,-26.75,-20.00,-55.86,3.26,-26.32,-55.86,69.23,61.65,67.99,75.34,60.64,15,16,16,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.03,0.12,45,-32.28,-26.75,-20.00,-55.86,4.08,-26.16,-55.86,69.23,61.65,67.99,75.34,60.51,15,16,16,21,5
5,20,-0.02,0.008,30,-0.05,0.06,-0.03,0.15,45,-32.28,-26.75,-20.00,-55.86,2.51,-26.47,-55.86,69.23,61.65,67.99,75.34,60.39,15,16,16,21,5
5,20,-0.02,0.008,30,-0.05,0.08,-0.01,0.08,45,-31.44,-33.56,-24.21,-56.74,-0.07,-29.21,-56.74,69.11,67.19,71.46,75.71,60.31,15,19,17,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.01,0.1,45,-31.44,-34.81,-24.21,-56.74,0.59,-29.32,-56.74,69.11,67.78,71.46,75.71,60.59,15,19,17,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.01,0.12,45,-31.44,-34.81,-24.21,-56.74,1.36,-29.17,-56.74,69.11,67.78,71.46,75.71,60.46,15,19,17,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.01,0.15,45,-31.44,-34.81,-24.21,-56.74,-0.15,-29.47,-56.74,69.11,67.78,71.46,75.71,60.34,15,19,17,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.02,0.08,45,-31.44,-18.34,-24.21,-56.74,-0.22,-26.19,-56.74,69.11,58.63,71.46,75.71,60.36,15,17,17,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.02,0.1,45,-31.44,-25.43,-24.21,-56.74,0.41,-27.48,-56.74,69.11,61.05,71.46,75.71,60.64,15,17,17,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.02,0.12,45,-31.44,-25.43,-24.21,-56.74,1.22,-27.32,-56.74,69.11,61.05,71.46,75.71,60.51,15,17,17,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.02,0.15,45,-31.44,-25.43,-24.21,-56.74,-0.30,-27.63,-56.74,69.11,61.05,71.46,75.71,60.39,15,17,17,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.03,0.08,45,-31.44,-18.34,-19.68,-56.74,-0.22,-25.29,-56.74,69.11,58.63,67.99,75.71,60.36,15,17,16,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.03,0.1,45,-31.44,-25.43,-19.68,-56.74,0.41,-26.58,-56.74,69.11,61.05,67.99,75.71,60.64,15,17,16,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.03,0.12,45,-31.44,-25.43,-19.68,-56.74,1.22,-26.42,-56.74,69.11,61.05,67.99,75.71,60.51,15,17,16,21,6
5,20,-0.02,0.008,30,-0.05,0.08,-0.03,0.15,45,-31.44,-25.43,-19.68,-56.74,-0.30,-26.72,-56.74,69.11,61.05,67.99,75.71,60.39,15,17,16,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.01,0.08,45,-30.27,-33.84,-23.92,-55.45,0.70,-28.56,-55.45,68.99,68.92,71.46,75.18,60.31,16,20,17,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.01,0.1,45,-30.27,-35.13,-23.92,-55.45,1.36,-28.68,-55.45,68.99,69.54,71.46,75.18,60.59,16,20,17,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.01,0.12,45,-30.27,-35.13,-23.92,-55.45,2.14,-28.52,-55.45,68.99,69.54,71.46,75.18,60.46,16,20,17,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.01,0.15,45,-30.27,-35.13,-23.92,-55.45,0.62,-28.83,-55.45,68.99,69.54,71.46,75.18,60.34,16,20,17,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.02,0.08,45,-30.27,-18.67,-23.92,-55.45,0.55,-25.55,-55.45,68.99,58.59,71.46,75.18,60.36,16,18,17,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.02,0.1,45,-30.27,-25.79,-23.92,-55.45,1.18,-26.85,-55.45,68.99,62.05,71.46,75.18,60.64,16,18,17,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.02,0.12,45,-30.27,-25.79,-23.92,-55.45,2.00,-26.69,-55.45,68.99,62.05,71.46,75.18,60.51,16,18,17,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.02,0.15,45,-30.27,-25.79,-23.92,-55.45,0.47,-26.99,-55.45,68.99,62.05,71.46,75.18,60.39,16,18,17,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.03,0.08,45,-30.27,-18.67,-19.37,-55.45,0.55,-24.64,-55.45,68.99,58.59,67.99,75.18,60.36,16,18,16,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.03,0.1,45,-30.27,-25.79,-19.37,-55.45,1.18,-25.94,-55.45,68.99,62.05,67.99,75.18,60.64,16,18,16,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.03,0.12,45,-30.27,-25.79,-19.37,-55.45,2.00,-25.78,-55.45,68.99,62.05,67.99,75.18,60.51,16,18,16,21,6
5,20,-0.02,0.008,30,-0.05,0.1,-0.03,0.15,45,-30.27,-25.79,-19.37,-55.45,0.47,-26.08,-55.45,68.99,62.05,67.99,75.18,60.39,16,18,16,21,6
5,20,-0.02,0.008,30,-0.05,0.12,-0.01,0.08,45,-30.24,-32.83,-23.62,-56.05,-1.72,-28.89,-56.05,68.86,68.92,71.46,75.23,60.31,17,20,17,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.01,0.1,45,-30.24,-34.13,-23.62,-56.05,-1.10,-29.03,-56.05,68.86,69.53,71.46,75.23,60.59,17,20,17,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.01,0.12,45,-30.24,-34.13,-23.62,-56.05,-0.31,-28.87,-56.05,68.86,69.53,71.46,75.23,60.46,17,20,17,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.01,0.15,45,-30.24,-34.13,-23.62,-56.05,-1.80,-29.17,-56.05,68.86,69.53,71.46,75.23,60.34,17,20,17,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.02,0.08,45,-30.24,-17.42,-23.62,-56.05,-1.87,-25.84,-56.05,68.86,58.26,71.46,75.23,60.36,17,18,17,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.02,0.1,45,-30.24,-24.65,-23.62,-56.05,-1.23,-27.16,-56.05,68.86,61.47,71.46,75.23,60.64,17,18,17,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.02,0.12,45,-30.24,-24.65,-23.62,-56.05,-0.46,-27.00,-56.05,68.86,61.47,71.46,75.23,60.51,17,18,17,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.02,0.15,45,-30.24,-24.65,-23.62,-56.05,-1.95,-27.30,-56.05,68.86,61.47,71.46,75.23,60.39,17,18,17,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.03,0.08,45,-30.24,-17.42,-19.05,-56.05,-1.87,-24.93,-56.05,68.86,58.26,67.99,75.23,60.36,17,18,16,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.03,0.1,45,-30.24,-24.65,-19.05,-56.05,-1.23,-26.25,-56.05,68.86,61.47,67.99,75.23,60.64,17,18,16,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.03,0.12,45,-30.24,-24.65,-19.05,-56.05,-0.46,-26.09,-56.05,68.86,61.47,67.99,75.23,60.51,17,18,16,22,7
5,20,-0.02,0.008,30,-0.05,0.12,-0.03,0.15,45,-30.24,-24.65,-19.05,-56.05,-1.95,-26.39,-56.05,68.86,61.47,67.99,75.23,60.39,17,18,16,22,7
5,20,-0.02,0.008,30,-0.07,0.05,-0.01,0.08,45,-33.26,-36.08,-24.75,-55.87,3.28,-29.34,-55.87,69.60,66.90,71.54,74.56,60.31,13,16,16,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.01,0.1,45,-33.26,-37.32,-24.75,-55.87,3.91,-29.46,-55.87,69.60,67.89,71.54,74.56,60.59,13,16,16,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.01,0.12,45,-33.26,-37.32,-24.75,-55.87,4.77,-29.28,-55.87,69.60,67.89,71.54,74.56,60.46,13,16,16,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.01,0.15,45,-33.26,-37.32,-24.75,-55.87,3.19,-29.60,-55.87,69.60,67.89,71.54,74.56,60.34,13,16,16,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.02,0.08,45,-33.26,-21.63,-24.75,-55.87,3.12,-26.48,-55.87,69.60,59.81,71.54,74.56,60.36,13,14,16,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.02,0.1,45,-33.26,-28.33,-24.75,-55.87,3.76,-27.69,-55.87,69.60,62.31,71.54,74.56,60.64,13,14,16,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.02,0.12,45,-33.26,-28.33,-24.75,-55.87,4.62,-27.52,-55.87,69.60,62.31,71.54,74.56,60.51,13,14,16,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.02,0.15,45,-33.26,-28.33,-24.75,-55.87,3.04,-27.83,-55.87,69.60,62.31,71.54,74.56,60.39,13,14,16,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.03,0.08,45,-33.26,-21.63,-20.26,-55.87,3.12,-25.58,-55.87,69.60,59.81,68.08,74.56,60.36,13,14,15,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.03,0.1,45,-33.26,-28.33,-20.26,-55.87,3.76,-26.79,-55.87,69.60,62.31,68.08,74.56,60.64,13,14,15,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.03,0.12,45,-33.26,-28.33,-20.26,-55.87,4.62,-26.62,-55.87,69.60,62.31,68.08,74.56,60.51,13,14,15,20,4
5,20,-0.02,0.008,30,-0.07,0.05,-0.03,0.15,45,-33.26,-28.33,-20.26,-55.87,3.04,-26.94,-55.87,69.60,62.31,68.08,74.56,60.39,13,14,15,20,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.01,0.08,45,-32.48,-35.57,-24.52,-57.32,4.04,-29.17,-57.32,69.60,66.70,71.53,75.57,60.31,13,16,17,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.01,0.1,45,-32.48,-36.83,-24.52,-57.32,4.72,-29.29,-57.32,69.60,67.70,71.53,75.57,60.59,13,16,17,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.01,0.12,45,-32.48,-36.83,-24.52,-57.32,5.55,-29.12,-57.32,69.60,67.70,71.53,75.57,60.46,13,16,17,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.01,0.15,45,-32.48,-36.83,-24.52,-57.32,3.96,-29.44,-57.32,69.60,67.70,71.53,75.57,60.34,13,16,17,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.02,0.08,45,-32.48,-21.01,-24.52,-57.32,3.90,-26.29,-57.32,69.60,59.62,71.53,75.57,60.36,13,14,17,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.02,0.1,45,-32.48,-27.76,-24.52,-57.32,4.58,-27.50,-57.32,69.60,62.08,71.53,75.57,60.64,13,14,17,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.02,0.12,45,-32.48,-27.76,-24.52,-57.32,5.41,-27.33,-57.32,69.60,62.08,71.53,75.57,60.51,13,14,17,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.02,0.15,45,-32.48,-27.76,-24.52,-57.32,3.82,-27.65,-57.32,69.60,62.08,71.53,75.57,60.39,13,14,17,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.03,0.08,45,-32.48,-21.01,-20.00,-57.32,3.90,-25.38,-57.32,69.60,59.62,68.02,75.57,60.36,13,14,16,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.03,0.1,45,-32.48,-27.76,-20.00,-57.32,4.58,-26.60,-57.32,69.60,62.08,68.02,75.57,60.64,13,14,16,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.03,0.12,45,-32.48,-27.76,-20.00,-57.32,5.41,-26.43,-57.32,69.60,62.08,68.02,75.57,60.51,13,14,16,21,4
5,20,-0.02,0.008,30,-0.07,0.06,-0.03,0.15,45,-32.48,-27.76,-20.00,-57.32,3.82,-26.75,-57.32,69.60,62.08,68.02,75.57,60.39,13,14,16,21,4
5,20,-0.02,0.008,30,-0.07,0.08,-0.01,0.08,45,-31.86,-34.90,-24.23,-58.35,1.20,-29.63,-58.35,69.60,66.32,71.53,76.30,60.31,13,17,17,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.01,0.1,45,-31.86,-36.16,-24.23,-58.35,1.86,-29.75,-58.35,69.60,67.33,71.53,76.30,60.59,13,17,17,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.01,0.12,45,-31.86,-36.16,-24.23,-58.35,2.65,-29.59,-58.35,69.60,67.33,71.53,76.30,60.46,13,17,17,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.01,0.15,45,-31.86,-36.16,-24.23,-58.35,1.12,-29.90,-58.35,69.60,67.33,71.53,76.30,60.34,13,17,17,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.02,0.08,45,-31.86,-20.17,-24.23,-58.35,1.05,-26.71,-58.35,69.60,59.25,71.53,76.30,60.36,13,15,17,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.02,0.1,45,-31.86,-26.99,-24.23,-58.35,1.71,-27.94,-58.35,69.60,61.62,71.53,76.30,60.64,13,15,17,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.02,0.12,45,-31.86,-26.99,-24.23,-58.35,2.55,-27.78,-58.35,69.60,61.62,71.53,76.30,60.51,13,15,17,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.02,0.15,45,-31.86,-26.99,-24.23,-58.35,0.97,-28.09,-58.35,69.60,61.62,71.53,76.30,60.39,13,15,17,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.03,0.08,45,-31.86,-20.17,-19.69,-58.35,1.05,-25.80,-58.35,69.60,59.25,68.02,76.30,60.36,13,15,16,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.03,0.1,45,-31.86,-26.99,-19.69,-58.35,1.71,-27.04,-58.35,69.60,61.62,68.02,76.30,60.64,13,15,16,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.03,0.12,45,-31.86,-26.99,-19.69,-58.35,2.55,-26.87,-58.35,69.60,61.62,68.02,76.30,60.51,13,15,16,21,5
5,20,-0.02,0.008,30,-0.07,0.08,-0.03,0.15,45,-31.86,-26.99,-19.69,-58.35,0.97,-27.18,-58.35,69.60,61.62,68.02,76.30,60.39,13,15,16,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.01,0.08,45,-30.97,-34.13,-23.93,-57.50,1.98,-28.91,-57.50,69.60,66.32,71.53,75.84,60.31,14,17,17,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.01,0.1,45,-30.97,-35.41,-23.93,-57.50,2.65,-29.03,-57.50,69.60,67.33,71.53,75.84,60.59,14,17,17,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.01,0.12,45,-30.97,-35.41,-23.93,-57.50,3.44,-28.87,-57.50,69.60,67.33,71.53,75.84,60.46,14,17,17,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.01,0.15,45,-30.97,-35.41,-23.93,-57.50,1.90,-29.18,-57.50,69.60,67.33,71.53,75.84,60.34,14,17,17,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.02,0.08,45,-30.97,-19.21,-23.93,-57.50,1.83,-25.96,-57.50,69.60,58.88,71.53,75.84,60.36,14,15,17,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.02,0.1,45,-30.97,-26.12,-23.93,-57.50,2.50,-27.20,-57.50,69.60,61.16,71.53,75.84,60.64,14,15,17,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.02,0.12,45,-30.97,-26.12,-23.93,-57.50,3.34,-27.04,-57.50,69.60,61.16,71.53,75.84,60.51,14,15,17,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.02,0.15,45,-30.97,-26.12,-23.93,-57.50,1.75,-27.35,-57.50,69.60,61.16,71.53,75.84,60.39,14,15,17,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.03,0.08,45,-30.97,-19.21,-19.38,-57.50,1.83,-25.05,-57.50,69.60,58.88,68.02,75.84,60.36,14,15,16,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.03,0.1,45,-30.97,-26.12,-19.38,-57.50,2.50,-26.29,-57.50,69.60,61.16,68.02,75.84,60.64,14,15,16,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.03,0.12,45,-30.97,-26.12,-19.38,-57.50,3.34,-26.13,-57.50,69.60,61.16,68.02,75.84,60.51,14,15,16,21,5
5,20,-0.02,0.008,30,-0.07,0.1,-0.03,0.15,45,-30.97,-26.12,-19.38,-57.50,1.75,-26.44,-57.50,69.60,61.16,68.02,75.84,60.39,14,15,16,21,5
5,20,-0.02,0.008,30,-0.07,0.12,-0.01,0.08,45,-31.20,-33.36,-23.63,-58.09,-0.43,-29.34,-58.09,69.60,66.32,71.53,76.31,60.31,15,17,17,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.01,0.1,45,-31.20,-34.65,-23.63,-58.09,0.25,-29.47,-58.09,69.60,67.33,71.53,76.31,60.59,15,17,17,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.01,0.12,45,-31.20,-34.65,-23.63,-58.09,1.00,-29.32,-58.09,69.60,67.33,71.53,76.31,60.46,15,17,17,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.01,0.15,45,-31.20,-34.65,-23.63,-58.09,-0.51,-29.62,-58.09,69.60,67.33,71.53,76.31,60.34,15,17,17,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.02,0.08,45,-31.20,-18.26,-23.63,-58.09,-0.57,-26.35,-58.09,69.60,58.51,71.53,76.31,60.36,15,15,17,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.02,0.1,45,-31.20,-25.24,-23.63,-58.09,0.10,-27.61,-58.09,69.60,60.70,71.53,76.31,60.64,15,15,17,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.02,0.12,45,-31.20,-25.24,-23.63,-58.09,0.90,-27.45,-58.09,69.60,60.70,71.53,76.31,60.51,15,15,17,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.02,0.15,45,-31.20,-25.24,-23.63,-58.09,-0.65,-27.76,-58.09,69.60,60.70,71.53,76.31,60.39,15,15,17,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.03,0.08,45,-31.20,-18.26,-19.07,-58.09,-0.57,-25.44,-58.09,69.60,58.51,68.02,76.31,60.36,15,15,16,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.03,0.1,45,-31.20,-25.24,-19.07,-58.09,0.10,-26.70,-58.09,69.60,60.70,68.02,76.31,60.64,15,15,16,22,6
5,20,-0.02,0.008,30,-0.07,0.12,-0.03,0.12,45,-31.20,-25.24,-19.07,-58.09,0.90,-26.54,-58.09,69.60,60.70,68.02,76.31,60.51,15,15,16,22,6
